Type,m2_size,floor,maxfloor,metro,distance,district,applicant,price,string
1-к. квартира,48,3,14,Ладожская ,31,nan,Агентство,22000,nan
2-к. квартира,72,13,20,Чёрная речка ,11–15,nan,Агентство,90000,nan
2-к. квартира,70,10,13,nan,nan,р-н Красносельский,Агентство,45000,nan
Квартира-студия,30.2,17,25,Купчино ,31,nan,Агентство,18000,nan
1-к. квартира,36,7,16,Звёздная ,21–30,nan,Агентство,22000,nan
3-к. квартира,80,4,25,Парнас ,11–15,nan,Агентство,35000,nan
2-к. квартира,41.8,2,5,nan,nan,пос. Шушары,Агентство,18000,nan
3-к. квартира,60.2,9,9,Гражданский проспект ,21–30,nan,Агентство,35000,nan
Апартаменты-студия,30,3,17,Звёздная ,16–20,nan,Агентство,27000,nan
Квартира-студия,30,2,9,Гражданский проспект ,11–15,nan,Агентство,25000,nan
2-к. квартира,75,5,10,Чкаловская ,16–20,nan,Агентство,150000,nan
1-к. квартира,50,5,18,Пионерская ,6–10,nan,Агентство,40000,nan
1-к. квартира,30,13,23,Обухово ,31,nan,Агентство,22000,nan
1-к. квартира,35.5,2,15,Гражданский проспект ,31,nan,Агентство,15000,nan
1-к. квартира,32.5,9,9,Ладожская ,31,nan,Агентство,23000,nan
Квартира-студия,14,3,5,Чкаловская ,6–10,nan,Агентство,32000,nan
Квартира-студия,25,4,9,nan,nan,р-н Красносельский,Агентство,21000,nan
2-к. квартира,56,7,25,Улица Дыбенко ,21–30,nan,Агентство,40000,nan
Квартира-студия,27.2,15,16,Звёздная ,31,nan,Агентство,25000,nan
2-к. квартира,49.7,3,5,Гражданский проспект ,11–15,nan,Агентство,25000,nan
1-к. квартира,33,9,9,nan,nan,р-н Красносельский,Агентство,17000,nan
1-к. квартира,32.2,5,9,Проспект Ветеранов ,31,nan,Агентство,20000,nan
2-к. квартира,85,3,3,Невский проспект ,6–10,nan,Агентство,70000,nan
1-к. квартира,46.5,5,10,Обводный канал ,11–15,nan,Агентство,42000,nan
3-к. квартира,73,3,6,Чернышевская ,16–20,nan,Агентство,70000,nan
2-к. квартира,65,1,9,nan,nan,пос. Шушары,Агентство,30000,nan
1-к. квартира,31,2,5,Проспект Ветеранов ,31,nan,Агентство,18000,nan
1-к. квартира,33,5,5,nan,nan,Петергоф,Агентство,17000,nan
Апартаменты-студия,28,11,16,Проспект Просвещения ,6–10,nan,Агентство,36990,nan
2-к. квартира,56,1,8,nan,nan,городской пос. Новоселье,Агентство,25000,nan
2-к. квартира,56,3,4,Адмиралтейская ,11–15,nan,Агентство,80000,nan
3-к. квартира,80.5,2,9,Старая деревня ,21–30,nan,Агентство,90000,nan
Квартира-студия,27.6,6,12,nan,nan,пос. Шушары,Агентство,15000,nan
1-к. квартира,39,9,9,Приморская ,21–30,nan,Агентство,28000,nan
1-к. квартира,35.5,12,18,nan,nan,пос. Новогорелово,Агентство,20000,nan
2-к. квартира,52.6,17,25,Площадь Мужества ,21–30,nan,Агентство,38000,nan
1-к. квартира,48,12,18,Проспект Ветеранов ,16–20,nan,Агентство,25000,nan
1-к. квартира,33,11,22,Комендантский проспект ,31,nan,Агентство,26000,nan
2-к. квартира,47,2,3,Маяковская ,5,nan,Агентство,40000,nan
2-к. квартира,77,13,25,Проспект Просвещения ,11–15,nan,Агентство,34000,nan
1-к. квартира,30,3,5,Академическая ,11–15,nan,Агентство,23000,nan
Квартира-студия,24,6,13,nan,nan,пос. Парголово,Агентство,17000,nan
2-к. квартира,45,3,7,Новочеркасская ,16–20,nan,Агентство,30000,nan
1-к. квартира,35,2,5,nan,nan,р-н Красносельский,Агентство,20000,nan
3-к. квартира,95,4,10,Проспект Просвещения ,6–10,nan,Агентство,55000,nan
Квартира-студия,26,12,21,Купчино ,31,nan,Агентство,25000,nan
1-к. квартира,37,1,8,Площадь Мужества ,11–15,nan,Агентство,33000,nan
1-к. квартира,31.4,3,24,Обухово ,31,nan,Агентство,20000,nan
2-к. квартира,56,1,5,Ломоносовская ,5,nan,Агентство,36000,nan
1-к. квартира,35,7,19,Парнас ,11–15,nan,Агентство,25000,nan
Квартира-студия,20,4,8,Площадь А Невского I ,6–10,nan,Агентство,40000,nan
1-к. квартира,37,1,8,Площадь Мужества ,11–15,nan,Агентство,33000,nan
1-к. квартира,31.4,3,24,Обухово ,31,nan,Агентство,20000,nan
1-к. квартира,35,7,19,Парнас ,11–15,nan,Агентство,25000,nan
Квартира-студия,20,4,8,Площадь А Невского I ,6–10,nan,Агентство,40000,nan
1-к. квартира,37.5,16,17,Удельная ,21–30,nan,Агентство,25000,nan
2-к. квартира,63.5,15,23,Пионерская ,11–15,nan,Агентство,50000,nan
2-к. квартира,64,6,18,Звёздная ,11–15,nan,Агентство,50000,nan
3-к. квартира,70,1,8,Озерки ,21–30,nan,Агентство,40000,nan
2-к. квартира,56,12,14,Проспект Просвещения ,21–30,nan,Агентство,25000,nan
Квартира-студия,25,4,9,nan,nan,р-н Красносельский,Агентство,21000,nan
3-к. квартира,76,6,9,Приморская ,11–15,nan,Агентство,50000,nan
3-к. квартира,76,5,5,Спортивная ,6–10,nan,Агентство,60000,nan
1-к. квартира,32,3,4,nan,nan,Красное Село,Агентство,16000,nan
4-к. квартира,118.7,9,10,Чкаловская ,6–10,nan,Агентство,330000,nan
2-к. квартира,53.6,10,17,nan,nan,пос. Парголово,Агентство,27000,nan
1-к. квартира,50,9,10,Василеостровская ,21–30,nan,Агентство,55000,nan
Квартира-студия,27,4,11,Купчино ,31,nan,Агентство,18000,nan
2-к. квартира,67,5,10,Василеостровская ,16–20,nan,Агентство,60000,nan
2-к. квартира,50,4,8,Площадь Восстания ,11–15,nan,Агентство,65000,nan
Квартира-студия,26,6,17,nan,nan,пос. Новогорелово,Агентство,17000,nan
Квартира-студия,25,10,12,nan,nan,р-н Красносельский,Агентство,18000,nan
2-к. квартира,86,9,24,Приморская ,16–20,nan,Агентство,80000,nan
3-к. квартира,42,2,5,Проспект Ветеранов ,21–30,nan,Агентство,35000,nan
1-к. квартира,52,7,9,Приморская ,11–15,nan,Агентство,65000,nan
1-к. квартира,37,15,24,Купчино ,31,nan,Агентство,18000,nan
2-к. квартира,60,20,25,Парнас ,6–10,nan,Агентство,35000,nan
2-к. квартира,55,5,10,Комендантский проспект ,16–20,nan,Агентство,37000,nan
2-к. квартира,53,8,9,Политехническая ,11–15,nan,Агентство,35000,nan
1-к. квартира,45,18,25,Ленинский проспект ,11–15,nan,Агентство,47000,nan
1-к. квартира,39,5,9,Выборгская ,16–20,nan,Агентство,44000,nan
2-к. квартира,77,2,3,Чёрная речка ,11–15,nan,Агентство,30000,nan
3-к. квартира,125,6,7,Крестовский остров ,11–15,nan,Агентство,250000,nan
2-к. квартира,53,1,16,Проспект Ветеранов ,31,nan,Агентство,25000,nan
1-к. квартира,50,2,12,Улица Дыбенко ,11–15,nan,Агентство,32000,nan
2-к. квартира,72,13,18,Приморская ,31,nan,Агентство,70000,nan
Квартира-студия,20,1,2,Проспект Ветеранов ,21–30,nan,Агентство,18000,nan
Квартира-студия,19,11,11,Площадь Мужества ,11–15,nan,Агентство,23000,nan
Квартира-студия,34.8,6,19,Фрунзенская ,6–10,nan,Агентство,40000,nan
1-к. квартира,39.3,13,16,Проспект Большевиков ,6–10,nan,Агентство,25000,nan
Апартаменты-студия,14,1,4,Лиговский проспект ,5,nan,Агентство,27000,nan
Квартира-студия,26,7,11,Приморская ,21–30,nan,Агентство,43000,nan
Квартира-студия,28,4,9,Лесная ,11–15,nan,Агентство,45000,nan
1-к. квартира,45,4,10,Елизаровская ,6–10,nan,Агентство,38000,nan
2-к. квартира,75,2,5,Маяковская ,6–10,nan,Агентство,48000,nan
2-к. квартира,50,4,9,nan,nan,р-н Красногвардейский,Агентство,25000,nan
3-к. квартира,72.5,10,10,Проспект Просвещения ,6–10,nan,Агентство,40000,nan
3-к. квартира,42,1,5,Проспект Ветеранов ,21–30,nan,Агентство,28000,nan
