Type,m2_size,floor,maxfloor,metro,distance,district,applicant,price,string
3-к. квартира,80,5,16,Комендантский проспект ,16–20,nan,Собственник,36000,nan
2-к. квартира,44,9,9,Улица Дыбенко ,16–20,nan,Собственник,37000,nan
2-к. квартира,53,1,5,Новочеркасская ,6–10,nan,Собственник,32000,nan
Квартира-студия,22,8,17,Приморская ,31,nan,Собственник,28000,nan
1-к. квартира,38,7,9,Новочеркасская ,11–15,nan,Собственник,23000,nan
1-к. квартира,44,5,23,Проспект Большевиков ,11–15,nan,Собственник,35000,nan
Квартира-студия,28,6,16,Улица Дыбенко ,16–20,nan,Собственник,25000,nan
1-к. квартира,41,3,11,Проспект Ветеранов ,31,nan,Собственник,20000,nan
1-к. квартира,39,3,20,Лесная ,21–30,nan,Собственник,29000,nan
2-к. квартира,65,3,5,Петроградская ,5,nan,Собственник,70000,nan
1-к. квартира,35,2,19,nan,nan,р-н Красносельский,Собственник,29000,nan
Квартира-студия,38,8,9,Рыбацкое ,31,nan,Собственник,25000,nan
2-к. квартира,55,1,5,nan,nan,Петергоф,Собственник,20000,nan
1-к. квартира,38,23,23,Рыбацкое ,21–30,nan,Собственник,30000,nan
1-к. квартира,41,15,17,Комендантский проспект ,21–30,nan,Собственник,25000,nan
3-к. квартира,68,2,4,Волковская ,5,nan,Собственник,60000,nan
1-к. квартира,38,2,11,Василеостровская ,21–30,nan,Собственник,45000,nan
2-к. квартира,55.2,14,16,Проспект Большевиков ,31,nan,Собственник,26000,nan
1-к. квартира,35,20,25,Старая деревня ,21–30,nan,Собственник,35000,nan
2-к. квартира,53,5,5,Рыбацкое ,31,nan,Собственник,30000,nan
1-к. квартира,31,4,5,nan,nan,р-н Калининский,Собственник,25000,nan
1-к. квартира,37,13,25,Парнас ,31,nan,Собственник,27000,nan
1-к. квартира,42,3,4,nan,nan,пос. Шушары,Собственник,30000,nan
Квартира-студия,24.2,18,19,nan,nan,р-н Красносельский,Собственник,23000,nan
2-к. квартира,47,2,7,Гостиный двор ,11–15,nan,Собственник,55000,nan
1-к. квартира,37.9,7,24,nan,nan,р-н Красносельский,Собственник,25000,nan
Квартира-студия,24,5,12,Парк Победы ,21–30,nan,Собственник,27000,nan
1-к. квартира,37,11,14,Выборгская ,21–30,nan,Собственник,35000,nan
1-к. квартира,40.8,3,5,Технологический инт I ,6–10,nan,Собственник,40000,nan
1-к. квартира,40,2,5,nan,nan,Петергоф,Собственник,22000,nan
Квартира-студия,31,20,25,Проспект Просвещения ,31,nan,Собственник,21000,nan
1-к. квартира,34,5,23,Обухово ,31,nan,Собственник,24000,nan
1-к. квартира,38,19,19,Гражданский проспект ,31,nan,Собственник,22000,nan
2-к. квартира,56,14,14,Улица Дыбенко ,11–15,nan,Собственник,35000,nan
1-к. квартира,33,11,22,Василеостровская ,21–30,nan,Собственник,45000,nan
3-к. квартира,58,8,9,Комендантский проспект ,31,nan,Собственник,45000,nan
1-к. квартира,43,4,5,Кировский завод ,11–15,nan,Собственник,30000,nan
3-к. квартира,73,2,10,Проспект Большевиков ,11–15,nan,Собственник,43000,nan
Квартира-студия,25,21,25,Проспект Просвещения ,31,nan,Собственник,23000,nan
2-к. квартира,51,6,8,nan,nan,Красное Село,Собственник,25000,nan
1-к. квартира,35,23,24,nan,nan,р-н Приморский,Собственник,24500,nan
2-к. квартира,48,2,3,Нарвская ,16–20,nan,Собственник,36000,nan
Квартира-студия,24.7,2,9,Удельная ,21–30,nan,Собственник,32000,nan
3-к. квартира,65,2,5,nan,nan,р-н Красносельский,Собственник,30000,nan
2-к. квартира,56.8,9,16,nan,nan,пос. Парголово,Собственник,25000,nan
2-к. квартира,52,3,10,Крестовский остров ,21–30,nan,Собственник,120000,nan
1-к. квартира,41,14,17,Елизаровская ,11–15,nan,Собственник,40000,nan
2-к. квартира,52,3,10,Крестовский остров ,21–30,nan,Собственник,120000,nan
1-к. квартира,41,14,17,Елизаровская ,11–15,nan,Собственник,40000,nan
2-к. квартира,45,2,5,Московская ,16–20,nan,Собственник,35000,nan
Квартира-студия,30,5,19,nan,nan,р-н Красносельский,Собственник,25000,nan
2-к. квартира,68,14,25,Купчино ,31,nan,Собственник,27000,nan
Квартира-студия,20.5,13,25,nan,nan,р-н Красногвардейский,Собственник,18000,nan
Квартира-студия,24,9,19,Комендантский проспект ,31,nan,Собственник,24000,nan
1-к. квартира,33.3,1,16,Купчино ,31,nan,Собственник,25000,nan
2-к. квартира,76,12,15,Приморская ,16–20,nan,Собственник,60000,nan
2-к. квартира,50,1,5,nan,nan,Зеленогорск,Собственник,30000,nan
2-к. квартира,72,4,5,Новочеркасская ,11–15,nan,Собственник,40000,nan
Квартира-студия,30,12,18,Политехническая ,11–15,nan,Собственник,35000,nan
Квартира-студия,27,8,24,Улица Дыбенко ,31,nan,Собственник,25000,nan
Квартира-студия,24,4,5,nan,nan,р-н Московский,Собственник,15000,nan
2-к. квартира,70,4,10,Крестовский остров ,21–30,nan,Собственник,104000,nan
1-к. квартира,34,17,18,Гражданский проспект ,31,nan,Собственник,20000,nan
2-к. квартира,56,2,5,Площадь Ленина ,21–30,nan,Собственник,40000,nan
1-к. квартира,34,1,5,nan,nan,Петергоф,Собственник,17000,nan
1-к. квартира,36,1,5,Выборгская ,31,nan,Собственник,24000,nan
1-к. квартира,38,15,25,Озерки ,31,nan,Собственник,30000,nan
1-к. квартира,25.4,5,11,Озерки ,16–20,nan,Собственник,28000,nan
2-к. квартира,59,13,24,Обухово ,31,nan,Собственник,30000,nan
1-к. квартира,34,4,12,Комендантский проспект ,11–15,nan,Собственник,28000,nan
3-к. квартира,85,5,6,Технологический инт I ,6–10,nan,Собственник,61000,nan
2-к. квартира,58,9,14,Ладожская ,31,nan,Собственник,35000,nan
1-к. квартира,35.5,2,20,Беговая ,21–30,nan,Собственник,28000,nan
Квартира-студия,25.1,19,22,Ладожская ,6–10,nan,Собственник,29000,nan
3-к. квартира,82,9,10,Проспект Ветеранов ,31,nan,Собственник,46000,nan
Квартира-студия,25,23,24,Комендантский проспект ,31,nan,Собственник,25000,nan
Квартира-студия,24,1,10,nan,nan,городской пос. Новоселье,Собственник,18000,nan
1-к. квартира,40,5,18,Ладожская ,31,nan,Собственник,35000,nan
Квартира-студия,26,14,16,nan,nan,пос. Новогорелово,Собственник,22000,nan
3-к. квартира,100,4,5,Невский проспект ,5,nan,Собственник,80000,nan
